,abstract,pub_date,document_type,news_desk,section_name,type_of_material,keywords
10,"Quotation of the Day for Wednesday, February 1, 2023.",2023-02-01T02:44:27+0000,article,Summary,Corrections,Quote,[]
11,"Corrections that appeared in print on Tuesday, Feb. 1, 2023.",2023-02-01T02:45:03+0000,article,Corrections,Corrections,Correction,[]
12,"An environmental review expected soon would effectively signal that the Willow project proceed, according to people familiar with the report.",2023-02-01T02:49:10+0000,article,Climate,Climate,News,"['GLOBAL WARMING', 'GREENHOUSE GAS EMISSIONS', 'OIL (PETROLEUM) AND GASOLINE', 'UNITED STATES POLITICS AND GOVERNMENT', 'POLITICS AND GOVERNMENT', 'BUREAU OF LAND MANAGEMENT', 'INTERIOR DEPARTMENT', 'ALASKA', 'NATIONAL PETROLEUM RESERVE (ALASKA)']"
13,The Portsmouth Public Schools received a report last week that an assistant coach had played in a girls’ junior varsity basketball game on Jan. 21. The team decided not to go forward with the season.,2023-02-01T02:52:23+0000,article,Express,U.S.,News,"['INTERSCHOLASTIC ATHLETICS', 'EDUCATION (SECONDARY)', 'COACHES AND MANAGERS', 'BASKETBALL', 'WORKPLACE HAZARDS AND VIOLATIONS', 'PORTSMOUTH (VA)']"
14,"Missing persons and homicide units in Michigan are investigating what happened to the three men, who haven’t been heard from since Jan. 21.",2023-02-01T02:58:15+0000,article,Express,U.S.,News,"['MISSING PERSONS', 'RAP AND HIP-HOP', 'KELLY, ARMANI', 'GIVENS, MONTOYA', 'WICKER, DANTE', 'DETROIT (MICH)', 'WARREN (MICH)']"
15,Get sucked in by Dan Caprera’s puzzle.,2023-02-01T03:00:05+0000,article,Games,Crosswords & Games,News,"['CROSSWORD PUZZLES', 'CAPRERA, DAN (CROSSWORD CONSTRUCTOR)']"
16,"After announcing presidential runs, Mitt Romney, Hillary Clinton and Jeb Bush all raised more per day in their out-of-the-gates fund-raising periods.",2023-02-01T04:21:37+0000,article,Politics,U.S.,News,"['TRUMP, DONALD J', 'REPUBLICAN PARTY', 'UNITED STATES POLITICS AND GOVERNMENT', 'MIDTERM ELECTIONS (2022)', 'PRESIDENTIAL ELECTION OF 2024', 'CAMPAIGN FINANCE']"
17,"Angry protests over a plan to raise France’s retirement age pile uncertainty on small businesses, but most are siding with the demonstrators.",2023-02-01T05:00:11+0000,article,Business,Business Day,News,"['FRANCE', 'DEMONSTRATIONS, PROTESTS AND RIOTS', 'PENSIONS AND RETIREMENT PLANS', 'RETIREMENT', 'STRIKES', 'HIGH NET WORTH INDIVIDUALS', 'LVMH MOET HENNESSY LOUIS VUITTON SA', 'ARNAULT, BERNARD', 'MACRON, EMMANUEL (1977- )', 'PARIS (FRANCE)']"
18,Europe’s economic recovery.,2023-02-01T05:01:03+0000,article,NYTNow,Briefing,briefing,[]
19,"President Biden came to town to commit $292 million to the long-delayed project, but that doesn’t mean it will really happen.",2023-02-01T05:02:04+0000,article,Metro,New York,briefing,"['NEW YORK CITY', 'INTERNAL-STORYLINE-NO', 'BRIDGES AND TUNNELS', 'AMERICAN JOBS PLAN (2021)', 'DOGS', 'INFRASTRUCTURE (PUBLIC WORKS)', 'RAILROADS', 'PENNSYLVANIA STATION (MANHATTAN, NY)', 'BIDEN, JOSEPH R JR', 'NEW JERSEY']"
20,This word has appeared in 61 articles on NYTimes.com in the past year. Can you use it in a sentence?,2023-02-01T07:00:02+0000,article,Learning,The Learning Network,News,[]
21,"Are you applying to college right now? What has your experience been like? What matters most in choosing the right college, in your opinion?",2023-02-01T08:00:02+0000,article,Learning,The Learning Network,News,[]
22,Feeling stuck on today’s puzzle? We can help.,2023-02-01T08:00:04+0000,article,Games,Crosswords & Games,News,['SPELLING BEE (GAME)']
23,New developments that integrate senior housing into age-diverse apartment buildings offer a more affordable alternative to isolated suburban retirement communities.,2023-02-01T08:00:05+0000,article,Business,Business Day,News,"['RETIREMENT', 'RETIREMENT COMMUNITIES AND ASSISTED LIVING', 'LONGEVITY', 'REAL ESTATE AND HOUSING (RESIDENTIAL)', 'AREA PLANNING AND RENEWAL', 'REAL ESTATE (COMMERCIAL)']"
24,A top research group is urging even women without genetic risks to have their fallopian tubes removed under certain circumstances.,2023-02-01T08:00:10+0000,article,Science,Health,News,"['YOUR-FEED-SCIENCE', 'OVARIAN CANCER', 'WOMEN AND GIRLS', 'GENETICS AND HEREDITY', 'RESEARCH', 'CANCER', 'SURGERY AND SURGEONS', 'PREVENTIVE MEDICINE']"
25,A SkyCop camera in Memphis provided overhead footage that was instrumental in shaping the public’s understanding of what unfolded.,2023-02-01T08:00:11+0000,article,National,U.S.,News,"['NICHOLS, TYRE (D 2023)', 'POLICE BRUTALITY, MISCONDUCT AND SHOOTINGS', 'MURDERS, ATTEMPTED MURDERS AND HOMICIDES', 'MEMPHIS (TENN)', 'CAMERAS', 'SURVEILLANCE OF CITIZENS BY GOVERNMENT']"
26,"Economic and military uncertainty clouds the outlook for Exxon, Chevron and other energy companies, whose bonanza from high prices is already fading.",2023-02-01T08:00:11+0000,article,Business,Business Day,News,"['COMPANY REPORTS', 'OIL (PETROLEUM) AND GASOLINE', 'NATURAL GAS', 'RUSSIAN INVASION OF UKRAINE (2022)', 'CHEVRON CORPORATION', 'EXXON MOBIL CORP', 'HALLIBURTON COMPANY', 'PRICES (FARES, FEES AND RATES)', 'STOCKS AND BONDS', 'BP PLC']"
27,"The MyPillow founder and election denier wanted to appear on “Jimmy Kimmel Live” again, but the host had one condition.",2023-02-01T08:03:01+0000,article,Culture,Arts,News,"['TELEVISION', 'JIMMY KIMMEL LIVE (TV PROGRAM)', 'THE TONIGHT SHOW (TV PROGRAM)', 'LATE SHOW WITH STEPHEN COLBERT (TV PROGRAM)', 'THE LATE LATE SHOW WITH JAMES CORDEN (TV PROGRAM)', 'THE DAILY SHOW WITH TREVOR NOAH (TV PROGRAM)']"
28,Francis began the second day of his visit to Africa with a direct appeal to the warring groups in the Democratic Republic of Congo to put down their weapons and forgive one another.,2023-02-01T09:18:28+0000,article,Foreign,World,News,"['FRANCIS', 'ROMAN CATHOLIC CHURCH', 'CHRISTIANS AND CHRISTIANITY', 'CONGO, DEMOCRATIC REPUBLIC OF (CONGO-KINSHASA)', 'INTERNATIONAL RELATIONS', 'WAR CRIMES, GENOCIDE AND CRIMES AGAINST HUMANITY']"
29,"Whether you are renovating your home, upgrading appliances or buying an electric car, this guide can help you take advantage of savings from the Inflation Reduction Act.",2023-02-01T10:00:02+0000,multimedia,Climate,Climate,Interactive Feature,"['INFLATION REDUCTION ACT OF 2022', 'TAX CREDITS, DEDUCTIONS AND EXEMPTIONS', 'ENERGY EFFICIENCY', 'ELECTRIC AND HYBRID VEHICLES', 'REBATES AND REFUNDS', 'HOME REPAIRS AND IMPROVEMENTS', 'SPORTS UTILITY VEHICLES AND LIGHT TRUCKS', 'GLOBAL WARMING', 'AUTOMOBILES', 'HOME APPLIANCES', 'ALTERNATIVE AND RENEWABLE ENERGY', 'INCOME TAX', 'CONTENT TYPE: SERVICE']"
30,"A Spanish-style house in Phoenix, a Craftsman bungalow in Tampa and a 1916 Colonial Revival home in Lexington.",2023-02-01T10:00:08+0000,article,RealEstate,Real Estate,News,"['REAL ESTATE AND HOUSING (RESIDENTIAL)', 'LEXINGTON (MASS)', 'PHOENIX (ARIZ)', 'TAMPA (FLA)']"
31,Recent stock gains have been driven by hope that a rate-raising cycle may be over. The Fed keeps telling investors that it’s not.,2023-02-01T10:00:10+0000,article,Business,Business Day,News,"[""STANDARD & POOR'S 500-STOCK INDEX"", 'BANKING AND FINANCIAL INSTITUTIONS', 'STOCKS AND BONDS', 'UNITED STATES ECONOMY', 'INTEREST RATES', 'INFLATION (ECONOMICS)', 'FEDERAL RESERVE SYSTEM', 'POWELL, JEROME H']"
32,A national ban on TikTok would not solve America’s data privacy problems.,2023-02-01T10:00:10+0000,article,OpEd,Opinion,Op-Ed,"['TIKTOK (BYTEDANCE)', 'COMMUNIST PARTY OF CHINA', 'PRIVACY', 'ESPIONAGE AND INTELLIGENCE SERVICES', 'UNITED STATES INTERNATIONAL RELATIONS', 'UNITED STATES POLITICS AND GOVERNMENT', 'RUMORS AND MISINFORMATION', 'CHINA', 'MOBILE APPLICATIONS', 'SOCIAL MEDIA']"
33,The central bank is expected to lift interest rates and offer signals about what might come next.,2023-02-01T10:00:12+0000,article,Business,Business Day,News,"['FEDERAL RESERVE SYSTEM', 'INTEREST RATES', 'INFLATION (ECONOMICS)', 'UNITED STATES ECONOMY', 'POWELL, JEROME H']"
34,"The meeting, which did not appear to yield a breakthrough, highlighted the differences between the White House and the Republicans who now control the House.",2023-02-01T10:00:13+0000,article,Washington,U.S.,News,"['FEDERAL BUDGET (US)', 'NATIONAL DEBT (US)', 'HOUSE OF REPRESENTATIVES', 'REPUBLICAN PARTY', 'BIDEN, JOSEPH R JR', 'MCCARTHY, KEVIN (1965- )', 'UNITED STATES ECONOMY', 'UNITED STATES POLITICS AND GOVERNMENT']"
35,The reasonability and risks of metaphysical experimentation.,2023-02-01T10:00:13+0000,article,OpEd,Opinion,Op-Ed,"['RELIGION AND BELIEF', 'CHRISTIANS AND CHRISTIANITY', 'PSYCHEDELIC AND HALLUCINOGENIC DRUGS', 'SUPERSTITIONS', 'SPACE AND ASTRONOMY', 'ROMAN CATHOLIC CHURCH', 'SIKANDER, SHAHZIA']"
36,China left its vulnerable people to fend for themselves in a deadly Covid outbreak. ,2023-02-01T10:00:13+0000,article,OpEd,Opinion,Op-Ed,"['CHINA', 'CORONAVIRUS REOPENINGS', 'CORONAVIRUS (2019-NCOV)', 'LUNAR NEW YEAR', 'ELDERLY', 'DEATHS (FATALITIES)', 'POLITICS AND GOVERNMENT', 'QUARANTINES', 'QUARANTINE (LIFE AND CULTURE)', 'DISEASE RATES']"
37,"Their rapid-fire haggling in Manhattan’s diamond district teases the fantasy of making a market, rather than just being subject to it.",2023-02-01T10:00:14+0000,article,Magazine,Magazine,News,"['TIKTOK (BYTEDANCE)', 'WATCHES AND CLOCKS', 'SOCIAL MEDIA', 'MANHATTAN (NYC)', 'UNCUT GEMS (MOVIE)', 'PATEK PHILIPPE SA', 'ROLEX SA']"
38,Stuck in a mental loop of worries and problems that seem to have no end? Here’s what you can do.,2023-02-01T10:00:15+0000,article,Well,Well,News,"['ANXIETY AND STRESS', 'MENTAL HEALTH AND DISORDERS', 'CONTENT TYPE: SERVICE']"
39,His death after he was beaten by the police inspired anger and sorrow across the country. His family remembers him as a “beautiful soul.”,2023-02-01T10:00:15+0000,article,National,U.S.,News,"['NICHOLS, TYRE (D 2023)', 'FUNERALS AND MEMORIALS', 'SHARPTON, AL', 'MEMPHIS (TENN)', 'POLICE BRUTALITY, MISCONDUCT AND SHOOTINGS', 'MURDERS, ATTEMPTED MURDERS AND HOMICIDES', 'BLACK PEOPLE', 'BLACKS']"
40,Gov. Kathy Hochul’s budget proposal included a multiyear plan to help bail out the city’s ailing subway system and address the migrant crisis.,2023-02-01T10:00:16+0000,article,Metro,New York,News,"['BUDGETS AND BUDGETING', 'HOCHUL, KATHLEEN C', 'NEW YORK STATE', 'TAXATION', 'CORPORATE TAXES', 'AFFORDABLE HOUSING', 'REAL ESTATE AND HOUSING (RESIDENTIAL)', 'DEMOCRATIC PARTY']"
41,The shortest month of 2023 will have plenty of highlights in orbit and beyond.,2023-02-01T10:00:16+0000,article,Science,Science,News,"['SPACE AND ASTRONOMY', 'PRIVATE SPACEFLIGHT', 'ROCKET SCIENCE AND PROPULSION', 'NATIONAL AERONAUTICS AND SPACE ADMINISTRATION', 'COLUMBIA (SPACE SHUTTLE)', 'SPACE SHUTTLES', 'ACCIDENTS AND SAFETY', 'COMETS', 'INTERNATIONAL SPACE STATION', 'SOYUZ PROJECT', 'SPACE EXPLORATION TECHNOLOGIES CORP', 'RUSSIA', 'UNITED ARAB EMIRATES', 'ROCKET LAB', 'VIRGIN ORBIT', 'ABL SPACE SYSTEMS', 'UNITED LAUNCH ALLIANCE', 'RELATIVITY SPACE INC']"
42,"We’ve done a lot of listening back. So where is jazz today? Writers and musicians including Sonny Rollins, Melanie Charles and Terri Lyne Carrington share their favorites from this millennium.",2023-02-01T10:00:16+0000,article,Culture,Arts,News,"['JAZZ', 'MUSIC']"
43,"Reader, I don’t even remember his name. But I can still taste the buttery garlic shrimp we shared by the roadside — a modern classic in Hawaii if there ever was one.",2023-02-01T10:00:17+0000,article,Magazine,Magazine,News,"['COOKING AND COOKBOOKS', 'SEAFOOD', 'HAWAII']"
44,His new novel is about a kingdom that is founded on pluralism but fails to live up to its ideals.,2023-02-01T10:00:18+0000,article,BookReview,Books,Review,"['BOOKS AND LITERATURE', 'RUSHDIE, SALMAN', 'VICTORY CITY (BOOK)']"
45,"The F.B.I. appeared to be blinded by a lack of imagination, a narrow focus on “lone wolf” offenders and a misguided belief that the threat from the far left was as great as that from the far right, new congressional documents show.",2023-02-01T10:00:18+0000,article,Washington,U.S.,News,"['STORMING OF THE US CAPITOL (JAN, 2021)', 'FEDERAL BUREAU OF INVESTIGATION', 'TERRORISM', 'RIGHT-WING EXTREMISM AND ALT-RIGHT', 'JUSTICE DEPARTMENT', 'PROUD BOYS', 'OATH KEEPERS', 'HOUSE SELECT COMMITTEE TO INVESTIGATE THE JANUARY 6TH ATTACK', 'TRUMP, DONALD J', 'UNITED STATES POLITICS AND GOVERNMENT']"
46,"There has long been an effective, F.D.A.-approved treatment for some menopausal symptoms, but too few women have a clear picture of its risks and benefits.",2023-02-01T10:00:19+0000,article,Magazine,Magazine,News,"['MENOPAUSE', 'HORMONES', 'WOMEN AND GIRLS', 'CONTENT TYPE: SERVICE', ""WOMEN'S HEALTH INITIATIVE"", 'MEDICINE AND HEALTH']"
47,"“It’s important not to overstate the damage that some perceive liberalism as having done to the Democrats’ electoral fortunes,” one scholar says.",2023-02-01T10:00:21+0000,article,OpEd,Opinion,Op-Ed,"['DEMOCRATIC PARTY', 'MINORITIES', 'UNITED STATES POLITICS AND GOVERNMENT', 'INCOME INEQUALITY', 'POLICE', 'PRESIDENTIAL ELECTION OF 2020', 'MIDTERM ELECTIONS (2022)', 'BIDEN, JOSEPH R JR', 'TRUMP, DONALD J', 'BLACK PEOPLE', 'BLACKS', 'HISPANIC-AMERICANS', 'WHITES', 'RACE AND ETHNICITY', 'LIBERALISM (US POLITICS)']"
48,"Hot flashes, sleeplessness, pain during sex: For some of menopause’s worst symptoms, there’s an established treatment. Why aren’t more women offered it?",2023-02-01T10:00:21+0000,article,Magazine,Magazine,News,"['MENOPAUSE', 'RESEARCH', 'HORMONES', 'WOMEN AND GIRLS', 'DRUGS (PHARMACEUTICALS)', 'GYNECOLOGY AND GYNECOLOGISTS', ""WOMEN'S HEALTH INITIATIVE"", 'INTERNAL-SUB-ONLY']"
49,"For years, Eve Morawski waged an epic battle against real estate investors who bought her tax debt and ultimately seized her Maplewood, N.J., home.",2023-02-01T10:00:28+0000,article,Metropolitan,New York,News,"['MAPLEWOOD (NJ)', 'NEW JERSEY', 'PROPERTY TAXES', 'WILLS AND ESTATES', 'REAL ESTATE AND HOUSING (RESIDENTIAL)', 'FORECLOSURES', 'ARSON', 'MORAWSKI, EVE (1962- )', 'EFFECT LAKE LLC', 'CONTENT TYPE: PERSONAL PROFILE', 'INTERNAL-SUB-ONLY']"
50,"The first major New York revival of “The Sign in Sidney Brustein’s Window,” Lorraine Hansberry’s 1964 Broadway play, comes to BAM this month. What took so long?",2023-02-01T10:00:28+0000,article,Arts&Leisure,Theater,News,"[""THE SIGN IN SIDNEY BRUSTEIN'S WINDOW (PLAY)"", 'BROSNAHAN, RACHEL', 'HANSBERRY, LORRAINE', 'ISAAC, OSCAR', 'KAUFFMAN, ANNE', 'BROOKLYN ACADEMY OF MUSIC', 'THEATER', 'THEATER (OFF BROADWAY)', 'CONTENT TYPE: PERSONAL PROFILE']"
51,"Separately, Johnson & Johnson is demanding additional payment for unwanted shots, confidential documents show.",2023-02-01T10:00:29+0000,article,Science,Health,News,"['DRUGS (PHARMACEUTICALS)', 'CORONAVIRUS (2019-NCOV)', 'VACCINATION AND IMMUNIZATION', 'GAVI, THE VACCINE ALLIANCE', 'JOHNSON & JOHNSON', 'MODERNA INC', 'NOVAVAX INC', 'SERUM INSTITUTE OF INDIA', 'DEVELOPING COUNTRIES', 'POVERTY']"
52,"For a quarter of a century, Ira Wallace has nurtured seeds and gardeners: ‘When you say her name in our community, all this love comes up.’",2023-02-01T10:00:29+0000,article,RealEstate,Real Estate,News,"['AGRICULTURE AND FARMING', 'SEEDS', 'VEGETABLES', 'GARDENS AND GARDENING', 'CONTENT TYPE: PERSONAL PROFILE', 'WALLACE, IRA (1948- )', 'SEED SAVERS EXCHANGE', 'SOUTHERN EXPOSURE SEED EXCHANGE', 'MINERAL (VA)']"
53,"This Fairfield County city is working to shed its ‘rundown’ image, although progress is happening slowly: “The city’s turning itself around.”",2023-02-01T10:00:32+0000,multimedia,Real Estate,Real Estate,Slideshow,"['REAL ESTATE AND HOUSING (RESIDENTIAL)', 'BRIDGEPORT (CONN)']"
54,"This Fairfield County city is working to shed its ‘rundown’ image, although progress is happening slowly: “The city’s turning itself around.”",2023-02-01T10:00:36+0000,article,RealEstate,Real Estate,News,"['REAL ESTATE AND HOUSING (RESIDENTIAL)', 'BRIDGEPORT (CONN)']"
55,"A salty historical romp, two deep dives into the entertainment industry, a handful of memoirs and Salman Rushdie’s much-anticipated new novel, “Victory City.”",2023-02-01T10:00:37+0000,article,Weekend,Books,News,"['BOOKS AND LITERATURE', 'BEAGIN, JEN', 'CULTURE: THE STORY OF US, FROM CAVE ART TO K-POP (BOOK)', 'PUCHNER, MARTIN', ""THE CRITIC'S DAUGHTER: A MEMOIR (BOOK)"", 'GILMAN, PRISCILLA', 'JONES, DAN (1981- )', 'LIVES OF THE WIVES: FIVE LITERARY MARRIAGES (BOOK)', 'CIURARU, CARMELA', 'OUR SHARE OF THE NIGHT (BOOK)', 'ENRIQUEZ, MARIANA', 'MCDOWELL, MEGAN', 'OSCAR WARS: A HISTORY OF HOLLYWOOD IN GOLD, SWEAT, AND TEARS (BOOK)', 'SCHULMAN, MICHAEL (AUTHOR)', 'PALO ALTO: A HISTORY OF CALIFORNIA, CAPITALISM, AND THE WORLD (BOOK)', 'HARRIS, MALCOLM (1988- )', 'SINK: A MEMOIR (BOOK)', 'THOMAS, JOSEPH EARL (AUTHOR)', 'ADEBAYO, AYOBAMI', 'UNSCRIPTED: THE EPIC BATTLE FOR A MEDIA EMPIRE AND THE REDSTONE FAMILY LEGACY (BOOK)', 'STEWART, JAMES B', 'ABRAMS, RACHEL C (JOURNALIST)', 'VICTORY CITY (BOOK)', 'RUSHDIE, SALMAN']"
56,"Many other countries dropped pandemic mask requirements months ago. But in places like South Korea, which got rid of its rule this week, masks remain common.",2023-02-01T10:42:51+0000,article,Foreign,World,News,"['EAST ASIA', 'SOUTH KOREA', 'JAPAN', 'MASKS', 'CORONAVIRUS (2019-NCOV)', 'AIR POLLUTION', 'POLLUTION']"
57,A look at key figures and what they reveal about the current economic situation.,2023-02-01T11:00:11+0000,article,Podcasts,Podcasts,News,"['UNITED STATES ECONOMY', 'CONSUMER BEHAVIOR', 'LAYOFFS AND JOB REDUCTIONS', 'INFLATION (ECONOMICS)', 'UNITED STATES', 'AUDIO-NEUTRAL-INFORMATIVE']"
58,The authorities had feared it would take weeks to scour hundreds of miles of an Australian desert for the pea-sized device.,2023-02-01T11:15:19+0000,article,Foreign,World,News,"['RADIATION', 'RIO TINTO PLC', 'ALBANESE, ANTHONY (1963- )', 'AUSTRALIA', 'PERTH (AUSTRALIA)']"
59,"Prices rose at an annual rate of 8.5 percent last month, down from 9.2 percent in December, but signs of persistent cost increases remain.",2023-02-01T11:24:02+0000,article,Business,Business Day,News,"['INFLATION (ECONOMICS)', 'EUROZONE', 'EUROPE']"
60,"Kate Alice Marshall’s new novel, “What Lies in the Woods,” is elevated by unexpected plot twists, deep psychological perspicacity, and an endlessly interesting dance between past and present.",2023-02-01T11:34:47+0000,article,BookReview,Books,News,"['BOOKS AND LITERATURE', 'GENRE-BOOKS-THRILLER', 'WHAT LIES IN THE WOODS (BOOK)', 'MARSHALL, KATE ALICE', 'THE TWYFORD CODE (BOOK)', 'HALLETT, JANICE', 'THE THING IN THE SNOW (BOOK)', 'ADAMS, SEAN (AUTHOR)']"
61,Memphis’s Scorpion is the latest special police unit to come under scrutiny.,2023-02-01T11:41:31+0000,article,NYTNow,Briefing,briefing,"['INTERNAL-STORYLINE-NO', 'POLICE BRUTALITY, MISCONDUCT AND SHOOTINGS', 'POLICE', 'POLICE REFORM']"
62,"Come up with your own addition to the English language. Suggest a new word by Feb. 28, and it could become our April Fools’ Word of the Day.",2023-02-01T12:30:02+0000,article,Learning,The Learning Network,News,[]
63,"We invite students to create a short video that defines or teaches any of the words in our Word of the Day collection. Contest dates: Feb. 15-March 15, 2023.",2023-02-01T12:30:03+0000,article,Learning,The Learning Network,News,[]
64,"Cyndi Lauper, Joy Division, George Michael and the White Stripes are also among the first-time nominees up for induction this year.",2023-02-01T13:10:06+0000,article,Culture,Arts,News,"['POP AND ROCK MUSIC', 'RAP AND HIP-HOP', 'FOLK MUSIC', 'COUNTRY MUSIC', 'ROCK AND ROLL HALL OF FAME AND MUSEUM', 'NELSON, WILLIE', 'MISSY ELLIOTT (1971- )', 'CROW, SHERYL', 'LAUPER, CYNDI', 'WHITE STRIPES (MUSIC GROUP)', 'SOUNDGARDEN (MUSIC GROUP)', 'TRIBE CALLED QUEST, A (MUSIC GROUP)', 'BUSH, KATE', 'MICHAEL, GEORGE', 'JOY DIVISION (MUSIC GROUP)', 'IRON MAIDEN (MUSIC GROUP)', 'RAGE AGAINST THE MACHINE (MUSIC GROUP)', 'ZEVON, WARREN']"
65,"Stocks and bonds are on an impressive run so far this year, driven by hopes the Federal Reserve will slow down, or even pause, its interest rate increases.",2023-02-01T13:12:22+0000,article,Business,Business Day,News,"['INTERNAL-STORYLINE-NO', 'CORPORATE SOCIAL RESPONSIBILITY', 'INTEREST RATES', 'LABOR AND JOBS', 'ADANI, GAUTAM S', 'MODI, NARENDRA', 'POWELL, JEROME H', 'SANTOS, GEORGE (1988- )', 'TEJADA, JENNIFER', 'MCCARTHY, BARRY', 'ADANI GROUP', 'ADANI ENTERPRISES', 'BHARTI ENTERPRISES', 'BLACKROCK INC', 'CARVANA CO', 'EUROPEAN CENTRAL BANK', 'FEDERAL OPEN MARKET COMMITTEE', 'HINDENBURG RESEARCH', 'NATIONAL RESTAURANT ASSN', 'PERELLA WEINBERG PARTNERS LP']"
66,"“Pathaan” demonstrated the crosscutting appeal of the Bollywood titan Shah Rukh Khan, who re-emerged on the big screen after a difficult personal period.",2023-02-01T13:22:28+0000,article,Foreign,World,News,"['MOVIES', 'DEMONSTRATIONS, PROTESTS AND RIOTS', 'BOYCOTTS', 'RIGHT-WING EXTREMISM AND ALT-RIGHT', 'THEATERS (BUILDINGS)', 'HINDUISM', 'MUSLIMS AND ISLAM', 'YASH RAJ FILMS', 'KHAN, SHAHRUKH', 'INDIA']"
67,"Brady, whose career spanned 23 seasons and seven Super Bowl wins, announced his retirement in a social media post.",2023-02-01T13:24:52+0000,article,Sports,Sports,News,"['FOOTBALL', 'BRADY, TOM', 'NATIONAL FOOTBALL LEAGUE', 'TAMPA BAY BUCCANEERS', 'NEW ENGLAND PATRIOTS']"
